Achievements,Action,Active sport,Adrenaline sports,Age,Ageing,Alcohol,Alternative,Animated,Appearence and gestures,Art exhibitions,Assertiveness,Biology,Borrowed stuff,Branded clothing,Fear_index,Calculation_973340536937771011,Loneliness2,Number of friends 2,Happiness in life2,Cars,Celebrities,Changing the past,Charity,Cheating in school,Chemistry,Children,Classical music,Comedy,Compassion to animals,Country,"Countryside, outdoors",Criminal damage,Daily events,Dance,Dancing,Dangerous dogs,Darkness,Decision making,Documentary,Dreams,Eating to survive (group),Eating to survive,Economy Management,Education,Elections,Empathy,Energy levels,Entertainment spending (group),Entertainment spending,Fake,Fantasy/Fairy tales,Fear of public speaking,Final judgement,Finances,Finding lost valuables,Flying,Folk,Foreign languages,Friends versus money,Fun with friends,Funniness,Gardening,Gender,Geography,Getting angry,Getting up,Giving (group),Giving,God (group) 1,God (group),God2 (group),God,Happiness in life (group),Happiness in life2 (group),Happiness in life,Health,Healthy eating,Height,Heights,"Hiphop, Rap",History,Horror,House - block of flats,Hypochondria,Interests or hobbies (group),Interests or hobbies,Internet usage,Internet,Judgment calls,Keeping promises,Knowing the right people,Latino,Law,Left - right handed,Life struggles,Loneliness (group),Loneliness2 (group),Loneliness,Loss of interest,Lying,Mathematics,Medicine,Metal or Hardrock,Mood swings,Movies,Music,Musical instruments,Musical,New environment,Number of Records,Number of friends (group),Number of friends 2 (group),Number of friends,Number of siblings,Only child,Opera,PC,Parents' advice,Passive sport,Personality,Pets,Physics,Politics,Pop,Prioritising workload,Psychology,Public speaking,Punctuality,Punk,Questionnaires or polls,Rats,Reading,"Reggae, Ska",Reliability,Religion,Responding to a serious letter,Rock n roll,Rock,Romantic,Sci-fi,Science and technology,Self-criticism,Shopping centres,Shopping,Slow songs or fast songs,Small - big dogs,Smoking,Snakes,Socializing,Spending on gadgets,Spending on healthy eating (group),Spending on healthy eating,Spending on looks,Spiders,Storm,"Swing, Jazz","Techno, Trance",Theatre,Thinking ahead,Thriller,Unpopularity,Village - town,Waiting,War,Weight,Western,Workaholism,Writing notes,Writing
1,3,1,3,22,1,social drinker,4,2,2,1,3,1,3,1,13,not believing god,neutral,lots of friends,very happy,2,1,2,1,5,1,2,1,3,4,3,1,5,1,3,1,1,1,3,2,2,Other,4,2,secondary school,1,2,2,be social,4,4,2,4,1,4,,1,1,3,3,5,2,1,male,2,5,1,neutral,3,Other,not believe in god,Other,1,Other,Other,4,2,2,181,1,1,2,5,block of flats,1,neutral,3,few hours a day,5,4,3,2,1,1,right handed,1,3,Other,3,4,everytime it suits me,1,1,5,4,3,5,5,1,3,1,4,Other,4,1,no,1,5,2,2,4,2,3,1,2,2,2,3,i am often running late,3,1,1,1,4,3,1,4,2,5,1,2,3,2,1,1,5,3,current smoker,1,3,3,neutral,3,1,1,1,2,3,1,2,4,2,city,3,2,72,2,1,3,4
3,5,5,4,19,3,social drinker,3,5,4,2,4,2,3,4,28,blieving god,not lonely,neutral,very happy,5,3,3,2,5,2,3,3,5,2,2,5,2,5,5,2,4,1,2,5,3,Other,2,2,secondary school,1,4,4,n,3,4,4,3,4,4,2,3,3,4,4,5,4,1,male,3,3,4,give more,4,Other,believe in god,blieving god,5,Other,Other,4,4,3,182,4,4,4,3,block of flats,2,many interests,4,few hours a day,5,4,3,4,2,1,right handed,1,2,Other,2,2,everytime it suits me,5,1,3,3,5,5,2,3,4,1,Other,Other,3,2,no,2,5,3,5,3,1,3,4,4,2,2,4,i am often running late,1,3,2,1,2,4,4,2,3,4,3,5,5,4,4,3,3,3,tried smoking,5,3,4,eat healthy,4,3,2,1,3,5,3,3,4,1,city,4,5,65,4,3,3,1
2,5,5,5,20,1,social drinker,5,1,3,1,3,1,1,1,12,neutral,not lonely,neutral,very happy,1,1,1,1,2,5,4,5,5,1,5,5,1,3,5,2,1,1,3,5,4,1,1,1,college/bachelor degree,1,4,4,not be social,1,1,1,2,1,3,1,2,5,3,1,5,4,1,male,3,3,2,give less,1,Other,n,Other,3,Other,Other,5,1,4,188,1,5,5,1,block of flats,1,many interests,4,few hours a day,5,3,4,2,5,1,right handed,2,Other,Other,1,5,never,5,3,5,2,3,5,4,1,5,1,Other,Other,3,3,no,1,5,3,1,3,3,5,5,1,1,4,3,i am often running late,1,3,1,5,5,3,5,5,5,4,1,5,3,5,1,1,4,5,tried smoking,1,5,1,neutral,3,1,1,1,5,5,1,5,5,5,city,3,5,80,5,4,4,1
4,2,1,1,18,1,social drinker,4,4,5,3,5,2,2,4,28,not believing god,not lonely,lots of friends,very happy,1,1,1,2,3,1,5,5,4,2,2,2,1,3,4,1,4,3,2,4,4,Other,3,4,college/bachelor degree,4,5,5,n,3,1,4,1,1,3,4,1,3,5,4,5,5,1,male,4,1,3,give less,2,Other,not believe in god,Other,1,Other,Other,5,2,3,167,4,3,4,4,block of flats,1,many interests,5,few hours a day,5,5,3,4,2,1,right handed,3,Other,Other,1,5,never,3,1,2,2,5,5,1,3,5,1,Other,Other,5,2,no,2,4,3,1,3,3,1,3,5,3,5,4,i am often running late,1,4,4,5,2,4,3,4,4,3,4,3,5,2,5,4,3,1,tried smoking,4,5,4,eat healthy,4,3,4,2,3,2,4,2,3,1,city,4,2,56,1,3,3,5
5,4,3,1,27,5,social drinker,2,3,4,2,2,4,2,4,40,neutral,neutral,neutral,very unhappy,4,5,4,1,2,1,3,2,4,3,1,3,2,4,3,1,4,5,4,3,2,Other,5,1,masters degree,5,3,1,be social,4,4,4,2,2,3,1,4,1,2,4,5,5,1,male,2,4,5,give more,4,Other,n,Other,3,Other,very unhappy,2,5,2,186,5,1,1,2,block of flats,5,few interests,2,few hours a day,5,4,3,4,2,2,right handed,4,3,Other,3,2,only to avoid hurting someone,4,4,2,4,4,5,4,1,1,1,Other,Other,3,3,no,1,5,1,5,3,3,2,2,3,1,4,3,i am often running late,1,5,4,1,2,1,2,4,3,4,3,1,3,3,5,3,3,2,never smoked,2,2,5,neutral,3,4,5,4,2,1,4,3,4,3,city,4,2,77,1,1,1,2
2,2,1,1,20,3,social drinker,4,4,4,1,2,3,5,4,16,not believing god,neutral,neutral,very happy,2,2,4,3,1,1,3,2,3,2,2,1,1,5,1,1,1,2,4,4,3,Other,2,2,secondary school,5,5,2,n,3,2,4,3,2,3,3,1,2,4,5,4,4,1,male,3,2,3,give less,2,Other,not believe in god,Other,1,Other,Other,4,3,2,180,2,1,5,1,block of flats,1,few interests,2,few hours a day,5,4,5,2,3,5,right handed,3,3,Other,3,2,only to avoid hurting someone,1,2,3,4,4,5,1,1,3,1,Other,Other,3,1,no,2,2,3,5,4,3,1,5,3,3,3,4,i am often running late,2,4,1,1,1,4,1,4,3,5,2,2,2,4,2,2,2,4,never smoked,1,2,3,eat unhealthy,2,2,1,1,2,1,1,5,2,3,city,2,3,68,2,2,3,1
2,3,1,1,19,1,social drinker,5,5,3,5,3,1,4,1,25,neutral,neutral,lots of friends,very happy,1,1,1,1,5,1,1,5,4,3,1,4,1,4,3,1,3,1,4,5,3,Other,2,2,secondary school,4,5,3,be social,4,2,5,2,1,1,1,1,3,4,5,5,3,1,male,2,3,4,give less,2,Other,n,Other,3,Other,Other,4,3,3,180,5,2,3,2,block of flats,2,many interests,4,few hours a day,3,5,4,4,3,1,right handed,4,3,Other,3,1,only to avoid hurting someone,1,2,1,5,5,5,1,1,3,1,Other,Other,5,1,no,4,2,2,1,3,1,1,1,2,2,4,2,i am often running late,2,1,3,5,3,4,3,3,3,3,3,4,4,4,1,2,3,3,tried smoking,3,5,1,eat healthy,4,2,5,1,5,2,5,2,4,5,city,3,2,77,1,5,5,5
3,5,5,4,24,3,social drinker,3,4,4,5,2,4,4,4,32,blieving god,very lonely,neutral,very happy,4,1,3,3,2,4,3,3,4,3,3,5,2,5,4,4,1,4,5,4,4,Other,3,5,masters degree,5,4,3,not be social,2,4,3,5,5,2,4,4,3,4,5,5,4,2,male,5,1,5,give less,2,Other,believe in god,blieving god,5,Other,Other,4,2,3,179,4,4,5,2,block of flats,1,neutral,3,few hours a day,5,4,4,2,2,4,right handed,1,4,very lonely,4,1,sometimes,4,4,3,3,5,4,4,2,5,1,Other,Other,3,3,no,3,4,4,5,3,2,4,5,4,2,5,4,i am often running late,3,3,3,5,3,4,5,4,3,5,1,4,5,4,1,2,3,3,current smoker,2,4,1,eat unhealthy,1,1,2,4,3,3,5,5,4,4,city,2,4,65,3,4,4,4
2,4,2,5,21,2,social drinker,1,4,3,1,3,2,4,3,19,blieving god,not lonely,neutral,very happy,5,3,1,1,5,2,4,2,4,5,4,4,1,4,2,1,3,1,3,1,4,Other,4,3,secondary school,1,4,4,be social,5,2,3,3,2,2,1,1,3,2,2,5,5,1,male,1,3,3,give less,2,4,believe in god,blieving god,4,Other,Other,4,2,2,180,2,4,1,4,block of flats,1,many interests,4,few hours a day,4,3,4,5,1,4,right handed,1,2,Other,2,3,sometimes,4,3,2,3,4,4,1,1,4,1,Other,Other,3,2,no,1,4,2,3,4,3,3,3,4,4,3,4,i am often running late,2,3,3,1,2,3,1,3,4,4,3,3,4,4,2,2,3,4,current smoker,2,4,4,eat unhealthy,2,1,1,1,2,3,1,4,4,3,city,3,4,85,3,5,2,1
3,3,5,5,21,2,social drinker,5,3,4,2,3,3,3,4,13,blieving god,very lonely,no friends,neutral,3,1,4,3,3,2,3,2,4,5,2,4,4,3,3,2,2,1,4,3,3,1,1,3,college/bachelor degree,5,4,5,be social,5,2,3,1,2,3,3,1,1,5,2,5,4,1,male,3,2,4,neutral,3,Other,believe in god,blieving god,5,3,Other,3,4,4,184,2,2,3,3,block of flats,1,many interests,4,few hours a day,5,4,4,4,3,2,right handed,2,4,very lonely,4,4,sometimes,3,2,2,2,5,5,2,2,4,1,Other,no friends,2,3,no,2,4,3,5,4,1,2,2,3,1,4,3,i am often running late,3,2,1,4,2,4,2,5,5,5,3,3,4,3,4,3,3,2,former smoker,1,3,4,neutral,3,4,1,1,3,3,4,3,3,3,city,2,3,82,1,4,2,2
4,5,5,4,27,5,social drinker,1,1,3,1,5,1,1,5,18,neutral,not lonely,neutral,very happy,3,3,3,1,5,1,5,1,5,3,1,3,,3,2,5,3,1,3,3,3,Other,3,1,secondary school,1,3,5,be social,5,2,1,1,1,1,1,3,2,1,5,5,5,1,male,3,4,3,neutral,3,Other,n,Other,3,Other,Other,4,3,1,180,1,5,3,5,block of flats,1,many interests,5,few hours a day,3,3,4,5,5,1,right handed,1,2,Other,2,3,sometimes,1,1,1,2,4,1,1,1,3,1,Other,Other,3,2,no,1,1,3,5,4,1,1,1,3,1,1,3,i am often running late,1,1,1,1,1,3,1,3,1,1,3,1,1,3,5,3,3,1,former smoker,1,3,3,neutral,3,5,1,1,1,1,1,3,1,3,city,3,5,80,4,1,1,1
2,4,2,4,29,2,social drinker,1,2,2,1,4,1,2,5,12,not believing god,not lonely,lots of friends,very happy,4,1,2,1,5,1,4,2,5,2,1,3,4,4,2,1,1,1,2,5,3,Other,4,3,secondary school,4,3,4,be social,4,3,2,2,1,1,2,1,1,3,1,5,3,1,male,4,3,1,neutral,3,Other,not believe in god,Other,1,Other,Other,4,2,2,180,1,1,3,2,block of flats,1,many interests,5,few hours a day,5,3,3,2,2,2,right handed,1,2,Other,2,2,sometimes,1,2,4,2,5,5,3,2,4,1,Other,Other,5,1,no,2,5,2,4,3,1,1,5,3,3,2,2,i am often running late,1,2,1,3,1,3,1,2,3,4,2,3,4,2,2,1,4,5,former smoker,1,4,4,eat unhealthy,1,3,1,1,2,1,1,2,4,2,city,4,4,93,4,4,1,1
3,3,2,4,22,3,social drinker,2,5,4,3,3,3,4,3,22,neutral,neutral,lots of friends,neutral,2,1,3,2,4,2,4,3,5,4,2,3,4,2,4,3,2,2,3,3,4,Other,3,3,secondary school,1,4,3,be social,4,1,4,3,3,4,2,1,1,4,5,5,4,2,male,3,3,5,neutral,3,Other,n,Other,3,3,Other,3,3,3,175,3,5,3,4,block of flats,4,many interests,5,few hours a day,5,5,4,5,2,2,right handed,2,3,Other,3,2,sometimes,2,3,4,3,5,5,4,2,5,1,Other,Other,5,1,no,3,5,2,5,3,4,2,1,3,2,4,4,i am often running late,3,4,2,2,4,4,1,2,3,3,3,4,2,3,3,2,3,2,former smoker,2,2,4,eat unhealthy,2,4,3,1,2,5,2,4,4,2,city,3,4,60,3,1,4,1
3,5,1,1,20,1,social drinker,1,2,3,1,2,1,4,5,19,blieving god,neutral,no friends,neutral,5,1,3,1,5,1,3,1,5,5,1,3,4,1,2,1,2,1,4,3,3,Other,3,1,secondary school,5,5,2,n,3,1,3,3,4,3,4,1,1,1,4,4,3,1,male,1,4,4,give less,1,4,believe in god,blieving god,4,3,Other,3,3,1,175,3,5,3,4,block of flats,2,few interests,2,few hours a day,4,3,3,2,2,1,right handed,3,3,Other,3,2,sometimes,1,1,1,3,4,5,1,2,3,1,Other,no friends,2,5,no,1,4,4,2,3,1,1,3,2,2,3,5,i am often running late,1,3,1,1,1,3,1,4,1,2,4,4,4,4,2,2,4,4,never smoked,3,3,3,neutral,3,3,3,1,2,2,2,3,4,4,city,3,4,65,2,1,1,1
2,2,4,3,20,4,social drinker,4,3,4,4,2,4,4,3,27,not believing god,very lonely,lots of friends,neutral,2,1,5,4,2,2,4,4,4,5,3,4,2,5,2,2,3,2,3,5,3,1,1,2,secondary school,4,5,4,n,3,2,3,3,3,4,2,4,3,4,5,5,5,3,male,4,4,4,neutral,3,Other,not believe in god,Other,2,3,Other,3,3,3,178,2,3,4,3,block of flats,1,neutral,3,few hours a day,3,4,5,2,2,3,right handed,4,4,very lonely,4,4,sometimes,2,4,4,4,4,5,3,2,3,1,4,Other,4,1,no,4,3,4,3,3,5,3,4,3,3,5,4,i am often running late,4,3,3,5,2,4,3,4,4,5,3,4,5,5,2,2,3,3,tried smoking,2,3,2,eat healthy,4,2,3,1,3,1,4,5,4,4,city,3,3,66,2,3,2,4
2,4,4,4,18,4,social drinker,3,4,2,3,2,2,1,4,34,neutral,not lonely,neutral,very happy,4,1,3,3,5,2,4,4,4,3,3,3,5,3,2,1,5,3,3,4,3,Other,2,2,secondary school,1,4,2,be social,4,2,4,4,3,4,3,3,4,5,4,4,3,1,male,4,3,5,give less,2,Other,n,Other,3,Other,Other,4,4,3,177,3,1,3,2,block of flats,3,few interests,2,few hours a day,4,5,4,3,2,2,right handed,2,2,Other,2,1,sometimes,3,2,4,2,4,5,1,2,3,1,Other,Other,3,1,no,2,4,4,4,3,3,3,3,2,2,2,5,i am often running late,4,4,1,4,4,2,2,4,4,5,2,4,4,4,4,3,4,1,tried smoking,4,1,2,eat unhealthy,2,3,3,4,3,3,2,4,2,5,city,2,2,60,2,4,2,1
3,4,1,3,27,4,social drinker,2,3,4,1,5,3,4,4,24,not believing god,not lonely,lots of friends,very happy,4,1,2,1,3,2,3,5,4,5,1,2,3,3,3,1,3,2,4,5,3,Other,2,2,secondary school,1,3,4,n,3,2,3,1,1,2,3,1,3,4,3,5,3,1,male,5,3,3,neutral,3,Other,not believe in god,Other,1,Other,Other,4,5,1,175,2,3,3,2,block of flats,1,few interests,1,few hours a day,5,4,3,5,3,3,right handed,1,2,Other,2,1,sometimes,5,2,2,3,5,5,1,4,3,1,4,Other,4,4,no,5,4,3,2,4,1,5,2,3,3,2,1,i am often running late,2,1,2,1,2,4,1,2,3,3,2,2,5,3,2,1,1,3,tried smoking,5,3,4,eat healthy,5,2,3,1,3,2,1,4,4,3,city,3,5,83,2,5,5,1
3,5,5,4,23,1,social drinker,1,2,2,1,3,1,3,5,16,blieving god,not lonely,lots of friends,very happy,5,2,5,3,4,1,3,1,5,3,1,4,5,3,3,1,1,1,3,2,5,1,1,1,secondary school,3,1,4,not be social,2,2,2,3,1,5,3,1,1,1,3,5,5,1,male,1,3,5,give less,1,Other,believe in god,blieving god,5,Other,Other,5,3,4,190,1,5,2,5,block of flats,2,many interests,5,less than an hour a day,3,5,5,3,1,1,right handed,1,Other,Other,1,3,everytime it suits me,1,1,1,3,5,4,1,1,3,1,Other,Other,5,1,no,1,2,3,5,5,5,1,2,5,4,1,3,i am always on time,1,1,1,1,1,5,1,3,1,2,2,4,1,3,3,3,5,5,tried smoking,5,3,5,eat healthy,5,1,1,1,1,1,2,3,5,3,city,3,5,95,1,3,2,1
3,5,5,5,19,3,social drinker,3,5,3,2,5,2,5,3,29,neutral,not lonely,no friends,very happy,4,2,3,3,3,2,4,2,5,2,2,5,3,5,4,2,4,2,1,2,5,Other,4,2,secondary school,4,2,3,not be social,2,3,4,5,3,3,3,3,2,2,4,5,4,2,male,2,2,5,give more,4,Other,n,Other,3,Other,Other,4,3,3,178,2,4,2,4,block of flats,4,neutral,3,less than an hour a day,5,2,5,1,3,2,right handed,2,2,Other,2,3,never,2,2,2,1,5,5,2,2,2,1,Other,no friends,2,1,no,2,5,4,5,3,2,2,2,5,1,2,1,i am always on time,3,3,4,2,2,4,2,4,4,5,3,3,2,2,4,2,4,3,tried smoking,4,4,3,eat healthy,4,3,1,1,2,3,2,3,4,4,city,4,3,68,2,4,1,1
3,5,5,5,26,3,social drinker,1,3,5,2,3,1,5,5,15,not believing god,not lonely,lots of friends,neutral,5,3,5,3,5,1,3,1,5,4,1,2,1,5,5,1,2,1,3,5,3,Other,3,3,secondary school,3,3,5,be social,5,3,3,1,1,,3,1,1,3,3,5,5,1,male,5,1,3,neutral,3,Other,not believe in god,Other,1,3,Other,3,3,1,192,3,5,5,5,block of flats,1,many interests,5,less than an hour a day,5,5,5,5,2,3,right handed,1,2,Other,2,3,only to avoid hurting someone,1,1,1,3,5,5,1,2,5,1,Other,Other,5,1,no,1,3,5,5,3,,2,4,3,3,3,5,i am always on time,1,3,1,1,2,5,1,3,1,1,1,3,5,5,5,5,5,3,current smoker,1,5,3,neutral,3,5,1,1,1,5,1,5,5,5,city,3,5,90,3,3,5,1
3,5,5,3,21,1,social drinker,1,4,3,2,4,1,5,3,17,not believing god,not lonely,lots of friends,very happy,5,1,3,1,5,1,5,1,5,5,3,3,5,3,3,2,3,1,3,3,3,1,1,1,secondary school,3,3,4,not be social,2,1,4,1,2,2,1,1,5,1,5,5,3,1,male,5,2,3,give more,5,Other,not believe in god,Other,2,Other,Other,5,4,1,180,4,2,1,1,block of flats,1,neutral,3,less than an hour a day,4,5,4,3,3,1,right handed,1,Other,Other,1,3,everytime it suits me,1,1,1,2,5,5,3,1,5,1,Other,Other,5,2,no,1,4,3,3,3,3,1,1,4,2,1,4,i am often early,1,3,1,1,3,3,2,1,2,3,3,3,4,3,3,3,4,4,never smoked,3,3,4,neutral,3,2,1,1,3,1,3,3,1,4,city,3,2,67,3,1,4,1
2,5,1,5,22,1,social drinker,5,4,4,3,2,5,5,2,20,blieving god,very lonely,no friends,very unhappy,4,1,4,2,5,5,5,5,5,5,,5,1,1,2,1,3,2,3,5,3,1,1,1,secondary school,5,5,3,not be social,2,4,3,4,3,2,3,1,3,4,5,5,2,2,male,1,1,2,neutral,3,Other,believe in god,blieving god,5,Other,very unhappy,2,3,3,170,3,1,3,4,block of flats,1,neutral,3,less than an hour a day,4,3,3,2,,1,right handed,4,4,very lonely,4,1,only to avoid hurting someone,1,5,4,5,5,5,5,4,5,1,Other,no friends,2,2,no,3,4,2,5,3,3,3,1,2,3,1,5,i am often early,5,3,1,5,3,4,5,3,5,5,4,1,5,3,2,3,4,3,tried smoking,3,3,3,eat unhealthy,1,2,1,1,3,,4,3,5,4,city,4,5,60,,5,5,3
3,2,5,4,18,3,social drinker,1,5,4,1,4,2,5,2,20,not believing god,not lonely,neutral,very happy,3,1,4,1,5,2,4,3,4,1,1,4,1,2,3,1,2,1,1,5,4,1,1,5,college/bachelor degree,5,3,5,not be social,2,2,2,3,1,3,3,1,3,3,3,5,2,1,male,3,3,2,give less,1,Other,not believe in god,Other,1,Other,Other,4,3,2,173,2,4,1,1,block of flats,1,many interests,4,less than an hour a day,4,5,4,5,3,3,right handed,2,2,Other,2,3,sometimes,3,1,3,4,4,5,1,1,4,1,Other,Other,3,1,no,1,5,4,5,3,3,3,4,3,3,2,4,i am often early,3,3,3,3,1,4,1,3,3,5,3,1,4,3,3,2,4,5,tried smoking,3,2,3,eat healthy,4,4,1,1,1,1,3,3,4,5,city,3,5,67,1,1,1,1
3,4,5,2,21,3,social drinker,2,3,4,3,4,4,2,4,32,neutral,not lonely,lots of friends,very happy,4,2,3,3,5,2,4,4,4,4,2,3,1,4,4,1,2,4,4,4,4,Other,2,4,secondary school,5,3,5,be social,4,3,3,4,4,2,2,5,3,5,4,4,5,2,male,3,2,4,neutral,3,Other,n,Other,3,Other,Other,4,2,4,179,4,2,2,3,block of flats,1,many interests,4,less than an hour a day,3,4,4,4,2,3,right handed,2,2,Other,2,2,sometimes,1,4,4,2,5,4,1,4,4,1,4,Other,4,1,no,3,3,4,3,3,3,2,3,3,2,2,3,i am often early,2,1,2,3,2,4,2,2,3,5,3,4,4,4,3,3,3,3,tried smoking,3,4,2,neutral,3,2,4,1,2,2,3,2,4,3,city,3,4,76,3,4,3,1
2,5,5,1,21,4,social drinker,3,4,5,1,3,2,5,3,38,neutral,neutral,neutral,neutral,1,3,3,1,5,1,3,3,5,5,3,1,4,3,3,1,5,3,3,3,4,1,1,4,secondary school,5,5,3,be social,4,1,4,3,3,3,3,5,3,3,4,5,4,1,male,1,3,5,give more,5,Other,n,Other,3,3,Other,3,5,5,185,3,3,2,1,block of flats,1,neutral,3,less than an hour a day,3,2,4,3,4,1,right handed,4,3,Other,3,3,only to avoid hurting someone,1,1,3,3,4,5,3,2,3,1,Other,Other,3,1,no,2,3,4,2,4,3,1,2,3,3,2,5,i am often running late,1,1,3,1,2,3,1,4,4,4,5,4,3,3,4,3,3,3,tried smoking,5,3,3,eat healthy,5,4,3,4,4,4,1,4,4,4,city,3,5,80,1,3,5,1
3,3,4,4,26,4,social drinker,4,1,3,4,5,4,4,4,32,blieving god,very lonely,no friends,very happy,3,3,2,4,3,4,5,5,2,5,2,1,5,5,3,1,4,2,4,5,2,1,1,2,college/bachelor degree,5,4,2,be social,4,3,2,1,4,1,2,1,2,4,2,3,3,2,male,4,4,2,give less,2,4,believe in god,blieving god,4,Other,Other,4,4,3,194,4,1,5,2,block of flats,3,neutral,3,most of the day,5,5,4,4,1,5,right handed,1,5,very lonely,5,4,everytime it suits me,1,5,4,3,5,5,5,1,2,1,Other,no friends,1,2,no,4,5,3,3,3,1,5,5,4,1,4,2,i am always on time,1,2,5,2,1,5,2,3,3,5,1,5,5,5,4,5,3,3,current smoker,5,3,3,neutral,3,3,4,2,1,1,4,5,5,2,city,2,5,85,4,3,3,4
3,5,3,3,19,1,social drinker,1,3,3,1,4,1,5,4,20,not believing god,neutral,neutral,neutral,3,3,4,1,4,1,2,2,5,2,2,1,5,5,2,1,3,2,4,3,4,Other,4,1,college/bachelor degree,5,3,4,n,3,2,3,3,1,4,3,3,1,4,4,5,4,1,male,2,3,5,give more,4,Other,not believe in god,Other,1,3,Other,3,3,4,190,3,3,1,5,block of flats,1,neutral,3,most of the day,5,3,5,3,1,2,right handed,1,3,Other,3,2,never,5,1,2,4,5,5,1,2,4,1,Other,Other,3,1,no,1,5,5,4,2,1,2,2,4,5,1,5,i am always on time,2,5,1,1,3,5,1,3,1,4,2,5,,3,2,2,2,3,tried smoking,1,3,5,eat healthy,4,2,1,2,1,3,1,5,5,4,city,4,4,85,4,5,3,1
3,5,5,5,20,1,social drinker,1,5,4,1,3,1,5,4,21,not believing god,not lonely,lots of friends,very happy,4,2,1,1,5,1,5,1,4,3,1,5,2,3,1,1,3,1,2,4,4,1,1,5,secondary school,1,4,5,n,3,2,5,3,1,5,3,1,1,3,3,3,4,3,male,4,2,2,neutral,3,Other,not believe in god,Other,1,Other,Other,5,2,4,178,4,1,2,4,block of flats,1,many interests,5,most of the day,5,4,3,4,1,1,right handed,1,Other,Other,1,2,only to avoid hurting someone,4,1,1,2,5,1,1,1,5,1,4,Other,4,2,no,1,4,3,5,4,4,1,1,1,4,1,4,i am always on time,1,1,1,1,1,4,1,3,1,1,2,5,2,1,1,1,2,3,never smoked,3,4,4,neutral,3,3,3,1,1,1,1,2,4,3,city,2,5,68,2,1,4,1
3,3,1,1,22,2,social drinker,3,2,5,1,3,3,4,3,30,blieving god,very lonely,no friends,very unhappy,1,1,3,1,5,3,2,2,3,4,1,1,5,2,3,2,3,2,3,4,4,Other,2,3,secondary school,1,5,2,be social,4,4,2,4,5,3,1,3,1,2,1,3,2,1,male,2,5,1,give less,2,Other,believe in god,blieving god,5,Other,very unhappy,2,4,4,184,4,1,5,5,block of flats,1,few interests,2,most of the day,5,5,3,2,1,1,right handed,1,4,very lonely,4,5,sometimes,1,2,2,5,4,5,1,1,3,1,Other,no friends,1,1,no,1,3,4,1,3,1,1,3,4,3,5,3,i am always on time,1,3,2,2,1,2,5,3,1,3,3,5,1,5,3,1,5,4,current smoker,3,3,2,eat healthy,4,3,4,3,1,5,1,5,5,3,city,3,3,71,1,2,1,1
1,4,4,3,23,2,social drinker,4,2,4,5,2,2,5,2,22,neutral,very lonely,neutral,very happy,3,1,3,3,4,2,3,4,4,3,2,4,3,4,2,2,3,1,4,4,3,Other,3,4,college/bachelor degree,5,5,3,n,3,4,3,5,3,5,3,1,2,4,4,4,4,2,male,4,3,4,give less,2,Other,n,Other,3,Other,Other,4,4,3,175,2,2,4,1,block of flats,4,many interests,5,most of the day,5,4,4,3,2,2,right handed,1,4,very lonely,4,4,sometimes,4,3,1,4,5,5,5,4,5,1,Other,Other,3,1,no,3,4,3,3,2,1,4,4,4,1,5,5,i am always on time,3,2,2,5,3,5,4,2,4,4,4,4,4,5,1,2,2,1,tried smoking,3,2,1,eat healthy,4,1,2,1,3,1,4,4,4,3,city,2,5,72,3,5,2,5
4,4,3,2,21,2,social drinker,2,4,3,1,4,2,5,3,23,not believing god,very lonely,no friends,neutral,5,1,4,1,4,3,5,4,5,5,2,4,1,5,2,1,1,2,5,5,3,Other,2,2,secondary school,1,4,4,not be social,2,1,3,4,1,3,2,1,1,4,3,5,5,1,male,2,2,2,give more,4,Other,not believe in god,Other,2,3,Other,3,3,3,187,3,2,3,4,block of flats,1,many interests,5,most of the day,5,4,4,4,1,1,right handed,2,4,very lonely,4,1,never,4,2,1,4,5,5,1,4,4,1,Other,no friends,2,1,no,4,5,4,4,4,5,2,1,3,2,2,4,i am often early,1,3,3,1,1,5,1,1,3,2,4,5,5,5,4,4,3,4,never smoked,4,2,5,eat healthy,4,2,2,1,2,5,3,5,3,4,city,3,3,75,3,5,2,2
5,5,1,2,19,1,social drinker,3,5,4,2,5,2,2,5,23,blieving god,very lonely,lots of friends,very happy,5,1,4,3,5,2,2,5,5,2,3,3,5,5,1,3,3,2,2,5,3,1,1,3,secondary school,5,4,5,be social,5,3,5,1,5,3,5,1,3,3,5,5,5,1,male,5,5,5,neutral,3,Other,believe in god,blieving god,5,Other,Other,4,3,4,185,2,1,5,3,block of flats,1,many interests,5,most of the day,5,5,4,5,3,1,right handed,2,5,very lonely,5,2,sometimes,5,3,5,4,4,5,4,2,5,1,Other,Other,5,2,no,4,5,3,3,3,2,5,5,4,2,5,1,i am often early,2,1,4,3,1,4,5,5,3,5,2,5,5,5,3,1,2,3,current smoker,4,3,5,eat healthy,5,3,4,1,2,1,5,2,5,5,city,3,5,83,2,3,1,2
